date,low,high,open,close,volume
2021-03-18 18:00:00,58022.14,59409.99,59251.54,58174.98,22.90149167
2021-03-18 17:00:00,59030.05,59406.88,59030.07,59251.54,124.53294295
2021-03-18 16:00:00,59030.05,60099.0,59476.98,59030.07,47.71562544
2021-03-18 15:00:00,57564.65,59526.66,57846.12,59477.0,256.63221173
2021-03-18 14:00:00,57540.2,58018.87,57809.68,57846.14,21.86115348
2021-03-18 13:00:00,57794.78,58186.96,58047.88,57809.7,29.27377054
2021-03-18 12:00:00,57570.27,58145.67,58089.2,58047.9,10023.08057505
2021-03-18 11:00:00,57878.6,58536.08,58494.17,58089.22,2.77172475
2021-03-18 10:00:00,58146.54,58799.03,58426.38,58494.19,26.58558635
2021-03-18 09:00:00,57988.59,58485.2,57998.68,58426.4,22.5665069
2021-03-18 08:00:00,57964.11,58533.09,58376.31,57998.7,20.52300969
2021-03-18 07:00:00,58144.4,58950.58,58950.58,58376.33,11.28434719
2021-03-18 06:00:00,58680.26,59048.28,58963.89,58950.6,10.72043326
2021-03-18 05:00:00,58631.98,59287.81,58842.88,58963.91,92.72554967
2021-03-18 04:00:00,58517.33,59210.86,58719.9,58842.9,156.67395956
2021-03-18 03:00:00,58620.04,59027.5,59017.41,58719.92,3.33771964
2021-03-18 02:00:00,58917.21,59290.21,59009.82,59017.43,35.84689783
2021-03-18 01:00:00,58753.53,59327.94,58978.31,59009.84,284.10527429
2021-03-18 00:00:00,57566.98,66825.0,58890.34,58978.33,583.01350487
2021-03-17 23:00:00,57712.31,62651.03,58306.54,58890.36,651.04547263
2021-03-17 22:00:00,58240.68,58962.6,58469.98,58306.54,267.18101857
2021-03-17 21:00:00,57290.44,60756.07,57811.03,58470.0,285.99541655
2021-03-17 20:00:00,57743.97,58568.35,57887.51,57811.05,394.37085249
2021-03-17 19:00:00,56723.42,58381.53,57546.48,57887.53,233.3036426
2021-03-17 18:00:00,55551.11,57572.93,55551.11,57546.5,265.12329336
2021-03-17 17:00:00,55207.88,55680.25,55306.3,55551.13,223.14143727
2021-03-17 16:00:00,54807.07,55612.8,54973.62,55306.3,489.27130238
2021-03-17 15:00:00,54356.25,55202.01,54603.14,54973.62,247.0451678
2021-03-17 14:00:00,54000.0,55156.11,55156.11,54675.42,215.05489448
2021-03-17 13:00:00,54757.0,55567.75,55215.74,55156.13,344.65247109
2021-03-17 12:00:00,54249.97,55390.5,54836.39,55215.76,12530.87048108
2021-03-17 11:00:00,54644.36,55176.77,55022.41,54795.88,40.06414151
2021-03-17 10:00:00,54673.25,55231.01,54843.0,55022.42,16.20786287
2021-03-17 09:00:00,54585.87,55865.28,55790.47,54843.02,21.09561365
2021-03-17 08:00:00,55582.42,56210.72,55839.38,55790.49,118.26501226
2021-03-17 07:00:00,55762.46,56333.71,56333.71,55839.4,15.33489373
2021-03-17 06:00:00,55887.99,56332.0,55976.72,56332.0,5.88397403
2021-03-17 05:00:00,55268.82,56129.06,55615.96,55976.74,90.94033653
2021-03-17 04:00:00,55452.91,55888.78,55531.62,55615.97,36.02238805
2021-03-17 03:00:00,55483.35,56118.58,55889.98,55483.93,72.37366425
2021-03-17 02:00:00,55673.02,56311.72,56282.95,55890.0,297.28047168
2021-03-17 01:00:00,56135.33,62709.12,56573.18,56282.97,849.52098569
2021-03-17 00:00:00,56349.99,57178.37,56925.08,56573.2,19.00967849
2021-03-16 23:00:00,56154.47,56925.99,56323.16,56925.06,22.65222731
2021-03-16 22:00:00,53808.44,62239.52,56473.8,56323.15,24.64642339
2021-03-16 21:00:00,56127.27,56600.57,56360.79,56473.78,47.23463879
2021-03-16 20:00:00,54834.9,56497.58,55765.96,56360.77,44.32217346
2021-03-16 19:00:00,55198.46,55820.86,55335.66,55817.51,27.67944431
2021-03-16 18:00:00,55114.84,55729.72,55247.19,55391.57,229.33517014
2021-03-16 17:00:00,54983.25,56417.97,55672.35,55278.03,28.3383367
2021-03-16 16:00:00,55274.72,56076.42,55853.46,55690.01,45.73510871
2021-03-16 15:00:00,55452.15,56000.81,55641.37,55832.86,36.44903638
2021-03-16 14:00:00,55210.36,55664.12,55296.06,55641.39,56.47337955
2021-03-16 13:00:00,55003.73,55844.23,55067.24,55260.95,32.29425269
2021-03-16 12:00:00,54628.99,55572.17,55414.27,55067.26,10047.21767184
2021-03-16 11:00:00,55079.04,55861.09,55799.99,55414.27,23.50686902
2021-03-16 10:00:00,55468.35,56129.14,55879.15,55807.4,48.9541596
2021-03-16 09:00:00,55733.11,56415.14,55902.18,55910.77,33.5499003
2021-03-16 08:00:00,55196.37,56124.0,55229.35,55908.8,31.5281415
2021-03-16 07:00:00,54820.06,55459.4,55019.12,55229.37,64.09876155
2021-03-16 06:00:00,53599.97,55327.43,54019.99,55009.72,126953.78464803
2021-03-16 05:00:00,53599.99,54542.0,54399.94,53998.24,35.00586248
2021-03-16 04:00:00,54168.71,54776.0,54247.39,54371.77,18.2653741
2021-03-16 03:00:00,53864.44,54675.65,54588.95,54247.37,127051.94835296
2021-03-16 02:00:00,54177.89,59325.0,54516.34,54588.93,48.90071286
2021-03-16 01:00:00,53249.99,54575.24,54057.5,54516.32,241.81878818
2021-03-16 00:00:00,54036.73,56110.7,55602.89,54057.48,48.64851129
2021-03-15 23:00:00,55602.87,56706.13,56158.68,55602.87,42.54913305
2021-03-15 22:00:00,56009.99,56925.67,56757.1,56158.66,141.17284101
2021-03-15 21:00:00,56399.76,56967.94,56421.68,56757.08,16.37872075
2021-03-15 20:00:00,56267.77,56960.63,56636.55,56421.66,18.19725092
2021-03-15 19:00:00,52000.0,56670.48,56163.63,56636.55,63.10140024
2021-03-15 18:00:00,55862.57,56427.55,56033.44,56163.61,29.02673593
2021-03-15 17:00:00,55532.94,56351.32,56303.75,56033.44,53.29731063
2021-03-15 16:00:00,55725.75,56669.7,56252.89,56303.77,77.4451083
2021-03-15 15:00:00,55930.36,56767.29,56371.9,56252.91,144.7442396
2021-03-15 14:00:00,56371.88,57333.5,56918.07,56371.88,34.69845354
2021-03-15 13:00:00,56285.99,57081.4,56411.88,56918.09,28.91427788
2021-03-15 12:00:00,46827.31,56468.09,56194.43,56411.9,10054.33760272
2021-03-15 11:00:00,55918.47,56559.28,56373.64,56194.45,32.9267322
2021-03-15 10:00:00,55545.4,56426.44,55839.53,56373.66,71.93964149
2021-03-15 09:00:00,54910.35,58040.53,57801.19,55839.55,158.26342188
2021-03-15 08:00:00,57624.22,58370.54,57864.83,57801.21,44.24546396
2021-03-15 07:00:00,57426.31,58814.82,58814.8,57864.85,196.73476058
2021-03-15 06:00:00,58502.8,62709.12,59032.52,58814.82,72.98605865
2021-03-15 05:00:00,59032.52,59882.0,59757.85,59032.54,43.8452566
2021-03-15 04:00:00,59653.68,60586.0,60336.09,59757.87,28.70836376
2021-03-15 03:00:00,60044.35,60492.97,60044.37,60336.11,33.47966571
2021-03-15 02:00:00,60015.0,60317.63,60024.44,60044.37,17.62572182
2021-03-15 01:00:00,59283.0,60222.63,59465.9,60024.45,61.5278938
2021-03-15 00:00:00,58758.65,60810.0,59035.35,59465.92,144.98680215
2021-03-14 23:00:00,59035.35,64800.0,60228.16,59035.37,165.691459
2021-03-14 22:00:00,59780.01,60336.4,60082.14,60228.18,14.1783502
2021-03-14 21:00:00,59908.83,64800.0,60275.78,60082.14,13.04502223
2021-03-14 20:00:00,59758.12,60347.52,59933.33,60275.8,9.28704136
2021-03-14 19:00:00,59817.99,60260.69,60168.43,59933.34,68.36349971
2021-03-14 18:00:00,59722.44,60359.4,59722.44,60168.44,9.9232219
2021-03-14 17:00:00,59532.99,60032.02,59533.01,59722.46,45.43792275
2021-03-14 16:00:00,59331.86,64800.0,59689.57,59532.99,91.75171653
2021-03-14 15:00:00,59502.0,60182.1,59999.99,59689.55,45.42962875
2021-03-14 14:00:00,59930.86,60486.72,59988.6,60000.01,18.04426911
2021-03-14 13:00:00,59787.38,60551.29,60429.03,59988.58,2.77189507
2021-03-14 12:00:00,60224.99,60623.4,60327.34,60429.01,10008.1487993
2021-03-14 11:00:00,59409.99,60492.71,60274.55,60327.36,26.74590456
2021-03-14 10:00:00,60185.9,61069.73,60885.85,60274.57,10.00338197
2021-03-14 09:00:00,60678.63,61151.46,60777.54,60885.87,1.42989612
2021-03-14 08:00:00,60300.0,60950.0,60450.01,60777.52,8.79148357
2021-03-14 07:00:00,60441.84,60950.0,60950.0,60450.0,7.89484223
2021-03-14 06:00:00,60586.75,61024.97,61024.97,60949.98,8.98236831
2021-03-14 05:00:00,60913.28,61241.26,61191.89,61024.95,34.29776635
2021-03-14 04:00:00,61134.53,61494.38,61375.96,61191.87,119.0361775
2021-03-14 03:00:00,60939.13,67423.13,61044.65,61375.94,132.33169161
2021-03-14 02:00:00,60837.48,61228.57,61077.09,61044.64,75.11930757
2021-03-14 01:00:00,60796.43,61278.02,61278.02,61077.08,9.26090916
2021-03-14 00:00:00,61040.0,61655.77,61197.33,61278.0,31.6792579
2021-03-13 23:00:00,61050.87,61470.56,61050.89,61197.31,0.68963454
2021-03-13 22:00:00,60733.32,61237.1,61053.82,61050.87,18.93843343
2021-03-13 21:00:00,60632.36,61675.02,61604.67,61053.8,38.77776716
2021-03-13 20:00:00,60713.51,61788.87,60811.6,61604.65,14.8556754
2021-03-13 19:00:00,60171.05,60863.68,60299.72,60811.58,22.26372977
2021-03-13 18:00:00,60016.24,66105.0,60303.07,60299.7,377.35366095
2021-03-13 17:00:00,59800.03,66000.0,59887.54,60303.05,79.09391757
2021-03-13 16:00:00,59462.22,59998.85,59649.16,59887.52,17.53150994
2021-03-13 15:00:00,59543.03,59972.32,59789.67,59649.12,9.87673213
2021-03-13 14:00:00,59722.12,60048.75,59937.23,59789.65,25.90963026
2021-03-13 13:00:00,59492.7,60148.56,59886.83,59937.21,11.7686006
2021-03-13 12:00:00,59483.03,60349.9,59811.64,59886.81,10016.01471796
2021-03-13 11:00:00,59300.44,60016.81,59300.46,59811.62,33.037573
2021-03-13 10:00:00,57439.23,59658.77,57552.67,59300.44,35.03401795
2021-03-13 09:00:00,57231.34,57560.28,57407.97,57552.65,35.18289769
2021-03-13 08:00:00,57106.05,57622.47,57348.65,57407.95,29.23445799
2021-03-13 07:00:00,56751.82,57376.8,56918.27,57348.63,19.971744
2021-03-13 06:00:00,56573.49,57050.95,56710.01,56918.25,15.24046934
2021-03-13 05:00:00,56611.11,57049.01,56838.17,56709.99,39.22532376
2021-03-13 04:00:00,56295.75,56878.83,56685.58,56838.19,36.00620692
2021-03-13 03:00:00,56334.83,56781.86,56490.0,56685.6,24.25406283
2021-03-13 02:00:00,56116.55,56612.72,56402.48,56490.02,43.10210797
2021-03-13 01:00:00,56094.89,56708.94,56708.92,56402.48,44.28328479
2021-03-13 00:00:00,56335.23,57279.67,57237.64,56708.94,24.17642454
2021-03-12 23:00:00,57208.36,57490.71,57256.65,57237.66,24.94886581
2021-03-12 22:00:00,56898.4,57555.05,56982.01,57256.67,104.74749673
2021-03-12 21:00:00,56313.68,57368.9,56766.55,56981.99,45.32048908
2021-03-12 20:00:00,56385.66,57150.8,56948.35,56766.53,111.16867052
2021-03-12 19:00:00,56730.62,57555.05,57230.02,56948.33,235.52280632
2021-03-12 18:00:00,57039.84,57643.4,57126.05,57230.0,79.7231069
2021-03-12 17:00:00,57072.33,57742.2,57517.47,57126.03,142.98716326
2021-03-12 16:00:00,56972.4,57600.0,56972.4,57374.99,57.10629241
2021-03-12 15:00:00,56061.06,57091.72,56129.01,56972.42,51.02480988
2021-03-12 14:00:00,55380.47,56153.48,55709.16,56129.0,93.56367784
2021-03-12 13:00:00,55155.07,56348.83,56348.82,55709.15,165.45688221
2021-03-12 12:00:00,56193.48,56780.49,56445.92,56348.83,10347.08669534
2021-03-12 11:00:00,56337.53,57057.06,56736.33,56445.91,50.87277427
2021-03-12 10:00:00,55849.99,56787.95,56496.98,56736.32,243.25181571
2021-03-12 09:00:00,56322.64,56810.82,56620.32,56496.97,40.55423112
2021-03-12 08:00:00,56331.62,57064.95,56603.27,56620.31,28.97187669
2021-03-12 07:00:00,56510.57,57117.5,57050.0,56603.26,55.48788346
2021-03-12 06:00:00,56864.65,57390.0,57133.25,57049.99,166.88039617
2021-03-12 05:00:00,56379.67,57230.0,56688.52,57133.24,124.76030258
2021-03-12 04:00:00,56549.5,57209.02,57098.27,56688.51,29.30706478
2021-03-12 03:00:00,56841.08,57253.04,56977.06,57098.26,16.74467999
2021-03-12 02:00:00,56730.37,57093.36,56909.37,56977.05,29.39352926
2021-03-12 01:00:00,56709.26,57647.41,57343.33,56860.91,59.6081152
2021-03-12 00:00:00,56831.62,58046.38,57786.77,57343.32,73.39968214
2021-03-11 23:00:00,57703.23,58112.03,57949.98,57786.75,431.76060208
2021-03-11 22:00:00,57508.03,58000.0,57667.25,57949.98,745.64557651
2021-03-11 21:00:00,57414.4,57902.19,57504.03,57667.25,506.29949378
2021-03-11 20:00:00,56682.0,57603.28,56776.87,57504.01,479.85635261
2021-03-11 19:00:00,56776.85,57625.99,57482.17,56776.87,519.78634913
2021-03-11 18:00:00,56583.65,57645.3,56898.73,57482.17,793.94128753
2021-03-11 17:00:00,56382.16,57050.01,56931.28,56898.73,662.548664
2021-03-11 16:00:00,56337.5,57018.12,56337.5,56931.28,630.42212033
2021-03-11 15:00:00,56020.47,57080.84,56806.9,56337.5,560.98982806
2021-03-11 14:00:00,56504.99,57188.01,56974.87,56806.9,662.91047507
2021-03-11 13:00:00,56241.51,56974.89,56241.51,56974.87,524.23581798
2021-03-11 12:00:00,55787.17,56393.72,56264.29,56241.51,10506.89572292
2021-03-11 11:00:00,55447.28,56264.31,55541.45,56264.29,436.4999919
2021-03-11 10:00:00,54443.47,55606.28,54468.09,55541.44,464.44367492
2021-03-11 09:00:00,54430.52,54872.66,54736.4,54466.49,513.8264661
2021-03-11 08:00:00,54368.19,55068.34,55013.32,54736.41,609.8899302
2021-03-11 07:00:00,55046.58,55722.53,55524.52,55046.58,581.80686474
2021-03-11 06:00:00,55007.23,60480.0,55229.95,55533.13,525.17211058
2021-03-11 05:00:00,55191.48,55811.71,55811.69,55237.9,625.18428388
2021-03-11 04:00:00,55621.98,56174.19,55966.74,55800.03,680.82333203
2021-03-11 03:00:00,55613.92,56444.62,56263.44,55966.74,713.16909474
2021-03-11 02:00:00,55655.98,56249.17,55779.23,56249.17,773.68166604
2021-03-11 01:00:00,55155.61,55918.14,55585.66,55755.13,534.50094411
2021-03-11 00:00:00,55457.13,56460.9,55899.99,55587.46,822.01541206
2021-03-10 23:00:00,55834.62,56944.89,56932.83,55900.01,762.12251151
2021-03-10 22:00:00,56509.55,57200.01,56994.97,56932.85,455.86319562
2021-03-10 21:00:00,55533.27,61200.0,56266.21,57000.0,764.5047914
2021-03-10 20:00:00,56026.26,56897.82,56739.14,56266.21,524.32845187
2021-03-10 19:00:00,56667.41,57349.84,56738.15,56699.64,437.54456787
2021-03-10 18:00:00,56650.15,57083.6,56897.02,56738.82,359.12522689
2021-03-10 17:00:00,56416.68,57125.55,57124.18,56887.87,1091.64457837
2021-03-10 16:00:00,56161.24,57141.54,56393.95,57124.18,693.83249026
2021-03-10 15:00:00,56029.98,56491.01,56179.11,56395.06,608.23305053
2021-03-10 14:00:00,55821.79,56406.36,56301.65,56175.97,645.68404412
2021-03-10 13:00:00,55170.3,56318.0,55208.81,56300.0,721.51921774
2021-03-10 12:00:00,54850.31,55454.94,54850.31,55201.2,10568.10687489
2021-03-10 11:00:00,54542.38,54991.11,54818.39,54864.46,561.28793065
2021-03-10 10:00:00,54747.5,55352.45,55249.1,54815.4,478.66350739
2021-03-10 09:00:00,54349.25,55410.6,54681.16,55249.1,529.85171589
2021-03-10 08:00:00,54136.07,54747.16,54230.38,54683.35,531.80968941
2021-03-10 07:00:00,53875.61,54425.29,53894.92,54224.91,676.26183358
2021-03-10 06:00:00,53546.53,54103.39,53681.0,53887.99,593.55711734
2021-03-10 05:00:00,53149.23,53698.18,53666.66,53682.14,433.58873901
2021-03-10 04:00:00,53359.36,53777.29,53475.13,53666.66,577.01916719
2021-03-10 03:00:00,53162.78,54127.83,53933.06,53475.13,533.42065584
2021-03-10 02:00:00,53488.51,54738.42,54738.41,53933.07,658.13989104
2021-03-10 01:00:00,54590.42,55805.24,55555.75,54738.42,602.04502982
2021-03-10 00:00:00,54859.71,55800.0,54923.76,55555.76,1078.55825347
2021-03-09 23:00:00,54549.82,54923.56,54828.84,54923.56,737.2301584
2021-03-09 22:00:00,54206.99,54874.37,54317.98,54828.84,485.69035694
2021-03-09 21:00:00,53940.0,54537.01,54376.22,54317.97,460.04585049
2021-03-09 20:00:00,54084.24,54582.23,54131.51,54376.22,749.63212836
2021-03-09 19:00:00,53829.54,54224.02,53909.0,54131.51,744.65846021
2021-03-09 18:00:00,53659.77,54074.37,53823.92,53908.99,940.24038637
2021-03-09 17:00:00,53800.01,54272.64,54118.22,53823.92,706.69919327
2021-03-09 16:00:00,48789.91,54331.95,54116.02,54118.21,1535.80118942
2021-03-09 15:00:00,53954.66,54534.37,54534.35,54116.02,468.60114763
2021-03-09 14:00:00,54431.14,54801.51,54799.22,54534.35,497.34618284
2021-03-09 13:00:00,53679.05,54810.54,53765.89,54799.2,573.48373654
2021-03-09 12:00:00,53609.5,54261.23,54261.23,53765.89,10566.32308834
2021-03-09 11:00:00,53953.56,59597.25,54160.01,54261.21,505.2322346
2021-03-09 10:00:00,53939.82,54354.7,54136.65,54159.99,469.03339704
2021-03-09 09:00:00,53926.01,54300.51,54051.11,54136.63,583.68033139
2021-03-09 08:00:00,53418.74,54163.09,53533.46,54051.11,734.93025275
2021-03-09 07:00:00,53470.39,53879.63,53857.13,53533.46,593.85357872
2021-03-09 06:00:00,53805.78,54473.87,54301.33,53857.13,516.91361383
2021-03-09 05:00:00,53722.41,54435.37,53725.01,54301.33,1029.57009581
2021-03-09 04:00:00,53574.39,54048.85,53914.12,53724.99,570.72811608
2021-03-09 03:00:00,53465.23,54082.88,53592.82,53914.1,1563.44659248
2021-03-09 02:00:00,53300.94,53746.27,53570.24,53592.81,749.02919008
2021-03-09 01:00:00,52021.84,53736.01,52056.83,53570.22,978.71754139
2021-03-09 00:00:00,51937.56,57385.35,52395.61,52056.82,763.98123166
2021-03-08 23:00:00,51632.15,52419.96,51632.17,52395.61,1073.92379675
2021-03-08 22:00:00,51449.26,51932.57,51888.43,51632.15,964.29877893
2021-03-08 21:00:00,51543.49,51930.01,51759.9,51888.41,422.36125824
2021-03-08 20:00:00,51259.99,51978.75,51321.84,51759.9,547.25373461
2021-03-08 19:00:00,50805.57,51497.41,50809.59,51321.84,452.587245
2021-03-08 18:00:00,50767.14,51074.84,50824.79,50809.59,428.22528044
2021-03-08 17:00:00,50674.51,50877.05,50682.05,50824.77,526.36649556
2021-03-08 16:00:00,50613.21,51232.26,51088.99,50682.04,511.5130023
2021-03-08 15:00:00,50629.58,51267.83,50788.69,51088.99,571.33871475
2021-03-08 14:00:00,50282.74,51206.25,51006.78,50788.69,599.77306451
2021-03-08 13:00:00,50298.2,51041.43,50298.2,51006.78,550.33081296
2021-03-08 12:00:00,50161.78,50542.19,50507.87,50298.2,10530.24422641
2021-03-08 11:00:00,49950.0,50527.69,50138.51,50507.87,688.99899243
2021-03-08 10:00:00,49747.94,50301.67,49909.64,50138.53,623.26132936
2021-03-08 09:00:00,49439.93,50119.92,49884.8,49909.64,584.99107929
2021-03-08 08:00:00,49337.03,49884.8,49836.42,49884.8,615.67319563
2021-03-08 07:00:00,49617.89,50468.29,50310.0,49836.42,1104.84340617
2021-03-08 06:00:00,47456.8,50979.83,50791.39,50310.0,761.6295159
2021-03-08 05:00:00,50448.78,50826.21,50490.31,50791.37,1078.85273972
2021-03-08 04:00:00,50183.38,50570.21,50570.21,50490.31,726.45823724
2021-03-08 03:00:00,50305.03,50830.11,50742.11,50570.21,852.30219678
2021-03-08 02:00:00,50549.99,51575.52,51562.85,50742.13,823.9883132
2021-03-08 01:00:00,51305.1,51814.99,51476.99,51562.84,675.01078567
2021-03-08 00:00:00,50881.77,51675.04,50962.51,51476.99,734.37707625
2021-03-07 23:00:00,50517.32,51444.0,50517.32,50962.49,873.89838951
2021-03-07 22:00:00,50015.55,50780.59,50102.94,50517.32,721.78542236
2021-03-07 21:00:00,49857.3,50268.66,50059.74,50102.92,552.08071858
2021-03-07 20:00:00,49791.01,50377.9,50377.88,50059.74,613.41824614
2021-03-07 19:00:00,50251.67,50541.06,50389.25,50377.88,715.50427781
2021-03-07 18:00:00,50389.23,51072.0,51038.03,50389.23,920.11879202
2021-03-07 17:00:00,50790.35,51118.49,51039.01,51038.03,558.28624537
2021-03-07 16:00:00,50523.58,51334.88,50523.6,51038.99,800.29978802
2021-03-07 15:00:00,50405.87,50803.93,50634.78,50523.58,724.02204577
2021-03-07 14:00:00,50251.88,51242.86,50834.13,50634.8,654.3236709
2021-03-07 13:00:00,50559.99,50840.79,50800.0,50834.13,10512.70779053
2021-03-07 12:00:00,50439.67,50858.36,50707.63,50800.0,14319.06511618
2021-03-07 11:00:00,50480.22,50900.05,50602.15,50707.62,373.38982491
2021-03-07 10:00:00,50474.24,50977.07,50977.05,50602.13,396.03384603
2021-03-07 09:00:00,50405.0,51129.8,50405.0,50977.05,487.84197785
2021-03-07 08:00:00,50095.22,50786.83,50144.17,50405.0,611.14532675
2021-03-07 07:00:00,49367.71,50144.19,49500.0,50144.17,618.11447545
2021-03-07 06:00:00,49172.38,49650.75,49366.0,49500.0,578.1673742
2021-03-07 05:00:00,49149.99,49460.02,49460.0,49366.0,377.67545933
2021-03-07 04:00:00,49370.18,49730.33,49585.43,49460.0,507.89187786
2021-03-07 03:00:00,49500.74,49888.93,49548.27,49585.42,1038.51519951
2021-03-07 02:00:00,49132.31,49883.26,49150.0,49548.27,821.74664982
2021-03-07 01:00:00,49112.57,49499.99,49227.54,49149.98,710.88154419
2021-03-07 00:00:00,48909.82,49311.92,48909.84,49227.53,814.34926871
2021-03-06 23:00:00,48866.72,49132.3,48967.0,48909.82,710.37078018
2021-03-06 22:00:00,48509.13,49190.66,48591.2,48967.0,450.94847538
2021-03-06 21:00:00,48324.59,48740.0,48559.13,48591.2,491.2753648
2021-03-06 20:00:00,48298.93,48749.14,48386.76,48559.12,528.17970743
2021-03-06 19:00:00,48299.66,48690.32,48524.94,48386.76,443.13237897
2021-03-06 18:00:00,48157.15,48625.54,48274.86,48524.94,511.7982648
2021-03-06 17:00:00,47708.92,48449.57,47806.76,48274.84,549.69286154
2021-03-06 16:00:00,47209.99,47906.0,47329.3,47806.76,545.07571688
2021-03-06 15:00:00,47329.3,47740.71,47580.08,47329.3,515.24290327
2021-03-06 14:00:00,47263.51,47710.01,47350.89,47580.06,639.6165283
2021-03-06 13:00:00,47116.47,47750.82,47615.58,47350.89,477.88820737
2021-03-06 12:00:00,47408.88,48158.89,48158.87,47615.56,10508.69878889
2021-03-06 11:00:00,47980.6,48272.75,48017.46,48158.87,448.84940959
2021-03-06 10:00:00,47970.24,48476.12,48290.02,48017.44,411.7330148
2021-03-06 09:00:00,48278.18,48755.63,48655.23,48290.02,479.53763035
2021-03-06 08:00:00,48619.26,49053.74,48795.31,48655.23,542.07228718
2021-03-06 07:00:00,48779.37,49103.06,48904.89,48795.33,416.28355234
2021-03-06 06:00:00,48458.94,48925.35,48458.94,48904.91,710.558266
2021-03-06 05:00:00,48195.0,48816.59,48444.31,48458.96,772.36300413
2021-03-06 04:00:00,48104.84,48625.0,48583.53,48444.34,553.77530589
2021-03-06 03:00:00,48428.44,48780.93,48699.0,48583.5,782.46704442
2021-03-06 02:00:00,48236.98,48699.01,48642.61,48699.0,889.34434109
2021-03-06 01:00:00,48552.92,48880.01,48794.54,48642.63,617.27846725
2021-03-06 00:00:00,48698.67,49152.76,48750.02,48794.56,789.38543847
2021-03-05 23:00:00,48611.83,49135.22,49087.7,48750.02,691.84536349
2021-03-05 22:00:00,48737.1,49374.29,49055.39,49087.68,1001.49120932
2021-03-05 21:00:00,48935.3,49457.91,49210.08,49055.39,569.81602289
2021-03-05 20:00:00,48891.77,49632.47,49353.93,49210.06,673.84502278
2021-03-05 19:00:00,48339.23,49399.39,48449.65,49353.93,620.21618012
2021-03-05 18:00:00,47972.21,48550.0,48060.42,48449.65,595.61923835
2021-03-05 17:00:00,47325.0,48212.88,47578.68,48060.42,510.17174417
2021-03-05 16:00:00,46957.83,47900.87,47900.85,47578.68,638.00230523
2021-03-05 15:00:00,47887.92,48695.68,48110.2,47900.85,773.23165154
2021-03-05 14:00:00,47999.15,48748.61,48111.93,48110.2,590.51396777
2021-03-05 13:00:00,47407.73,48307.18,47632.02,48111.91,891.42706656
2021-03-05 12:00:00,47017.28,47850.99,47470.4,47632.02,10604.33158191
2021-03-05 11:00:00,47029.49,47498.09,47029.49,47470.4,402.46541458
2021-03-05 10:00:00,46790.19,47177.54,47056.45,47029.49,470.35084314
2021-03-05 09:00:00,46515.35,47124.3,46639.2,47056.43,610.71839278
2021-03-05 08:00:00,46485.14,47483.81,47380.42,46639.18,522.37595859
2021-03-05 07:00:00,47049.34,47588.25,47381.33,47380.42,823.56368877
2021-03-05 06:00:00,46980.89,47425.38,47140.02,47381.33,839.93414225
2021-03-05 05:00:00,46651.59,47240.17,46651.61,47140.02,877.34665282
2021-03-05 04:00:00,46651.59,47352.92,47352.9,46651.59,873.81511414
